;cat1_gender;cat2_hairColor;cat3_education;cat4_income;cat5_customerSatisfaction;cat6_brandOfSoaps;cat7_motivesForEmployeesToWorkBetter;cat8_motivesForTravelling;cat9_age;cat10_proficiencyLevel;cat11_nationality;cat12_blood type;cat12_paymentMethod;cat13_productType;cat14_temprature;cat15_programmingLanguage;cat16_city;num1_1;num1_2;num1_3;num1_4;num1_5;num1_6;num1_7;num1_8;num1_9;num1_10;num1_11;num1_12;num1_13;num1_14;num1_15;num1_16;num1_17;num1_18;num1_19;num1_20;num1_21;num1_22;num1_23;num1_24;num1_25;num2_1;num2_2;num2_3;num2_4;num2_5;num2_6;num2_7;num2_8;num2_9;num2_10;num2_11;num2_12;num2_13;num2_14;num2_15;num2_16;num2_17;num2_18;num2_19;num2_20;num2_21;num2_22;num2_23;num2_24;num2_25;num3_1;num3_2;num3_3;num3_4;num3_5;num3_6;num3_7;num3_8;num3_9;num3_10;num3_11;num3_12;num3_13;num3_14;num3_15;num3_16;num3_17;num3_18;num3_19;num3_20;num3_21;num3_22;num3_23;num3_24;num3_25
10;female;black;High School;Below $30,001;Good;olay;Friendly work culture;Health;59 years and above;Advanced;German;III;cash;Metal;Cold;C++;moscow;501.7240205507051;52.24472556911159;1934.2948673200076;134.5184737348991;1498.3105662281037;853.2630705562806;909.774002666556;434.8356783261386;471.055360562145;654.1425225227906;1173.442863549982;1163.6621702397774;42.18672916105936;490.8642784383576;556.649081990337;822.7831765663564;1084.2162415776993;787.2047055609008;78.25695039256345;323.16484767337977;-220.07464282686135;114.47083757421285;-9999.0;1013.9144272392647;-678.0201990933565;458,0424409;687,3366653;608,7523561;898,3343419;378,4015583;-232,8795763;129,1662659;-180,218902;247,0122796;-71,04742522;-41,97618734;451,6393158;562,7897228;812,5714243;456,4608299;223,3241971;1025,300282;389,0637291;753,8942657;489,4435107;1067,3297;876,8460887;137,8469786;867,618096;549,866047;193,5285825;-;771,8382203;-;568,6081264;419,0310209;108,7095449;714,4109191;393,1365912;732,545118;779,5012302;369,9090615;532,7477419; ;364,7102493;-;178,4911943;265,2435698;781,5418575;252,5740794;57,41287877;692,0156909;457,7344156;946,3086343;663,7619244
11;female;Brown;phd;$30,001 - $40,000 ;Good; ;Friendly work culture;Leisure;59 years and above;Novice;German;II;cash;Plastic;cold;c;moscow;395.2155587294755;-86.88701389882141;2103.981305537947;3.136230364993139;8.617633584167436;1349.1808205724121;878.1156139118816;453.2155343117813;296.9933291954498;997.0816876890906;1103.636709117083;1393.1840773242798;1353.5539219304133;612.4611113230342;1738.7387679944966;992.5717082426531;929.7756910694325;748.2071380277769;147.11052514923898;221.48280707704072;736.3279194137847;-226.8404017772139;759.1557722790089;950.3226055775272;1734.622660242811;-68,23492429;-271,6878665;744,5705232;901,7566529;970,5623634;29,73749778;34,90092747;81,81760644;540,7004372;-9,170627808;122,2191457;182,0694469;2074,471826;-498,0514355;288,8456882;33,90655804;1197,623973;274,6241016;1344,087887;405,7449563;181,9732718;702,9535672;871,6721265;-1124,427462;200,6932694;696,8099166;475,957311;378,6314251;579,6780689;494,8773557;552,4841766;286,9168949; ;-;521,301098;775,8145051; ;709,820562;497,2201319;402,4860969;126,0444807;219,3351377;-;717,015065;568,1448276;12,17924852;690,934338;655,2289649;940,7452955;625,0229167
12;female;red;high school;Below $30,001;Good;Olay;recognition;Health;36 to 58 years;Novice;German;III;Credit;Plastic;cold;Java;novosibirsk;191.52179040061532;128.68552211068538;79.86774958888168;123.94862036540533;746.4441505452589;-950.2917475413308;864.3596051098136;524.3531843292166;651.5400712039745;376.5564117724134;250.05866472223875;-1010.1722070660669;-22.49208394694091;392.4173369688782;605.6366780429423;715.0391972805663;169.91209667549649;754.2404062333311;206.88145643410454;133.79043223634469;1357.637777263316;-282.3944433833612;310.3304781048093;1204.543271685184;-45.46815715291922;468,8103462;1158,17342;635,9673244;1384,157456;28,73361132;-21,02365238;116,2326806;-248,99888;421,830014;0,129814293;70,52720957;853,1945822;201,2445291;334,8550656;252,7769838;228,3062581;697,5373469;-30,30429906;301,9792665;653,0317611;973,7332224;692,1424216;2078,648412;1628,04709;348,0907295;-350,5825514;332,3907319;375,2295957;691,614547;583,763728;781,8022574;279,6587516;759,1308767;279,0166326;;798,0022292;417,4492572;798,5533735;671,461628;285,1448567;124,7105441;146,3085217;512,0004168;743,1708344;350,714065;84,52790158;676,3990865;596,2813011;938,4168407;540,1485657
13;male;Blonde;BSc; ;Very poor;Dove; ;Business;Below 21 years;Advanced;-;-;cash;;Hot;C++;moscow;807.6088716152942;57.512973554136025;1172.8708931831175;148.92703162992117;-250.93328806575346;872.8805443865967;960.5993649501993;85.67123512230074;651.1901830675057;220.9877101187115;560.328274701418;-9999.0;514.9278005885214;419.1702804915389;1207.2850391860538;798.7279255015218;620.4618337945788;785.9114889334537;567.1442350383518;266.6948160806119;558.5248649868871;194.96509162104206;734.0047840734314;822.2434299117721;84.57923147766797;;2136,055763;1003,048747;925,6829639;37,78726628;63,526978;-106,4365432;251,5619058;;32,07356959;-109,378895;1024,133434;174,2169564;905,3481194;131,885669;-397,709563;1087,638324;398,269648;2047,935089;625,1195668;841,7332102;815,1917355;1125,741507;401,4162361;414,9614695;420,8621492;382,5593948;604,1644182;528,0508448;530,0096346;726,1141159;;760,6414858;256,5072844;582,7742984;736,6706446;322,5899295;678,2198896;557,6777262;613,3207703;103,3188922;380,8080815;352,0163947;439,8116914;495,6138729;12,33188527;643,2564277;588,6720813;943,7483431;700,4026242
14;Male; ; ;$30,001 - $40,000 ;Good;olay;recognition;Family;below 21 years;Advanced;German;II;cash;Plastic;Warm;C++;St. Petersburg;53.229322327015666;11.862206638642322;103.4224359831477;164.10870989766207;16.196117616898334;123.77027699549836;991.1947399367856;627.4863891733831;934.9619869498147;473.24839054955265;584.61213017281;1397.0781266947563;295.32694871106696;455.16622324074865;1221.8528517066495;1093.0364075906427;811.6343772771996;664.5968441944908;-484.82831603478814;237.72810834146682;-1001.1777638053693;217.08660354084648;420.80353942230005;1022.9854234979471;935.3137406158844;264,3564459;737,0106563;1114,1253;724,5571546;297,6523129;-44,18627099;117,68308;;186,8246113;-43,85835505;-179,1030998;;2141,303554;875,2977207;166,1779523;186,1364607;713,194116;-146,7771018;-138,8296863;528,917033;1030,44757;1083,285393;1654,998579;-1188,756238;301,1640446;339,5644449;221,4383964;305,9134719;309,3084029;553,9721071;555,4178603;65,87857165;;-;1022,403801;723,5078023;306,9536785;639,5279648;246,3823236;235,226807;117,8096022;279,7721154;486,5022304;645,476523;525,3822589;4,06331771;625,8561335;561,7366897;932,3298434;620,1749682
15;Male;Brown;High School;$40,001 - $50,000;Good;Lux;peer motivation;Health;59 years and above;Novice;German;I;credit;Metal;Very Hot;C++;Moscow;205.4118726197808;-119.12552138533144;2032.2634746188303;147.1206530847768;-227.4795106074214;388.8417280407518;942.8296290397866;-183.96742985493898;1016.8201274791116;-159.548536838754;736.1390879755717;-537.6971085844557;356.6187335418349;243.55033228522262;897.9451347995068;749.9908573676212;-511.19790714978785;833.2443365560406;17.316281641534943;-20.308782425702816;962.7540254836567;300.6514051135923;359.90954279020053;1044.8723289143427;566.2525715497234;46,51719835;635,447211;;879,0460713;658,4944985;493,1580097;257,2269484;241,5205055;363,9987732;-3,659915924;-132,326618;1261,65596;-373,4921739;-2153,365162;136,3068392;92,68948645;884,9221808;-48,62335227;279,7254669;638,1853293;952,9613873;853,1184042;490,3728488;-2699,501977;430,3920239;719,1946222;521,080343;275,4889353;514,550934;-;233,895536;163,8810029;740,9283787;409,849904;469,478924;855,618545;269,6132758;469,4944898;643,2625922;903,5175581;139,3190204;274,1186246;463,1493472;579,2247144;517,9692239; ;664,3912962;553,2474977;953,0804531;562,3991695
16;Male;black;BSc;$40,001 - $50,000;Very good;olay;Peer motivation;Business;36 to 58 years;Novice;German;II;Credit;Metal;Hot;C++;moscow;958.4951336648741;86.65001103415926;216.30753336672785;183.52468357609712;699.758634890543;359.9575379932353;945.3747941090433;311.0612599426141;142.1499550298141;307.76948635789074;905.6244179912965;1639.4590624937243;598.2901057324075;647.9751759431985;-9999.0;963.6773498646047;1103.3309990743442;883.1513294746933;509.9340898483762;161.8250595412576;417.48148471924065;183.61783504851104;256.43367156011664;920.7847075267885;1215.2039556562188;;1030,564475;1204,586833;794,5169667;277,5159894;-104,3973317;35,72734378;1083,940245;-368,8949521;-3,121077349;-98,40143053;582,1590372;1061,81019;2033,076033;6,353127103;716,9192372;1227,349645;386,1812934;1116,037656;347,6894209;875,1284223;801,3523086;1675,731722;-690,8173659;;673,9545318;598,7172557;645,8067643;718,5123749; ;496,7789476;292,5538165;714,9761599;-;775,7824643;779,3292226;326,8636631;795,7646909; ;582,9307903;135,2332334;334,8979265;256,5356867;490,8151566;493,1563296;52,41243481;671,9374867;503,8846926;-;611,7078907
17;Male;Blonde;BSc;$40,001 - $50,000;poor;Dove;recognition;Business;59 years and above;Advanced;German;III;credit;Wood;cold;Java;moscow;700.6569332537242;-31.624094123517395;839.4794296827064;162.58633944969284;635.403699466005;1281.721644152335;907.325131742339;-147.29706514467478;-71.32492857366537;587.7999214351107;940.2405908324585;267.69656058173376;557.0050935359943;107.16351339031729;394.6486044788666;644.2849310666313;-931.3977200659538;-9999.0;5.532310915126004;342.49819697980377;738.4653810251592;-196.88989219671726;215.09436958752727;1051.6474217604164;3.7734351384536353;-84,80501422;443,0386608;1324,398929;827,1141019;566,7935781;397,5957661;181,5171513;-502,5746428;554,4667297;50,43963657;262,0822823;778,610443;2316,738151;-380,2435823;215,6419463;12,17968497;1039,182216;580,0392124;;1252,880329;831,0339974;1225,751886;-239,0536409;749,5602537;322,2375607;118,7520367;617,6939484;-;725,7888699;481,5976462;465,2514654;345,0828844;721,957998; ; ;906,9258655;372,2638186;595,376887;631,1139191;757,3000421;127,7430887;329,1445047;222,2514664;506,5619502; ;97,49838273;691,7516005;445,3446531;955,8530817;705,4639191
18;-;black;phd;$40,001 - $50,000;Good;Dove;peer motivation;Leisure;36 to 58 years;Novice;German;II;Credit;Plastic;Very Hot;C++;Chelyabinsk;-9999.0;-115.14764033088093;593.6773757377778;63.32963811645409;1183.5398969933353;466.5661329825264;1015.9362710251319;-880.0343546665515;122.55440025530979;343.9373996977235;1133.2816234197917;-9999.0;616.2570441894786;304.7441216307237;-156.40912824784755;791.7541886429732;1321.8579571099651;818.9157381338478;508.55112510421947;298.1131910240302;542.1525437644746;-208.60057448285602;820.62779413606;1076.7420775626615;343.9503801127817;213,4814096;805,251816;867,2905307;797,3553459;436,7334639;162,0033875;-5,902060289;-170,4365356;-166,8198076;28,66866911;-90,02187422;321,4393695;286,0283152;48,36617651;125,3583272;-374,7373286;;402,8666138;330,7580415;-196,2554775;1686,491255;751,0507196;90,3158281;243,5049507;-288,052012;840,802269;245,2605416;331,8288035;-;567,4090678;573,3338038;171,7012189;737,3794913;;650,7165215;728,933521;341,1414426;784,0862925;720,3243096;359,0587885;100,331916;371,1297562;350,1746679;146,782108;519,563718;14,86534607; ;663,7288573;947,4929091;696,1880459
19;male;black;BSc;Below $30,001;Neutral;Lux;recognition;Health;59 years and above;Advanced;German;II;cash;Wood;Warm;C++;novosibirsk;531.4653351434189;-1.4536826464403743;-2302.509137084225;117.33620383493829;490.9150010332736;-1011.2133062114178;918.6926588337265;558.2972918437022;-218.7200481318754;-138.88001632225127;736.2640671520279;1449.9285468737119;42.22486575670982;505.67699175553065;987.2914682269949;785.3167622490116;-419.37846893146866;535.0707445598238;2.329323796558299;289.6853625931771;1071.9001443607826;364.1578581822301;444.31651989143273;773.0899204841156;232.16941057091665;;1053,524737;1059,71323;-10,22912098;637,1761855;-154,3992011;223,2190712;252,5791505;174,8778462;-50,10036173;19,96046267;239,4839816;406,590624;-874,3288938;226,3637289;529,8889979;823,1881643;268,2227737;1633,113962;343,5810078;800,5986694;770,6467109;;299,3199098;126,9515876; ;349,7266273;363,9126892;326,5158754;560,7243663;979,6623499;177,2130914;746,7433283;;786,6032903;823,700401;405,1089386;655,5528491;552,7961888;843,4425704;122,5173283;172,1088271;251,1117325;616,4046539;590,0684383;117,5271484;604,4160786;564,365482;945,0357385;546,5980483
20;female;black;high school;$30,001 - $40,000 ;Very good;Dove;recognition;Leisure;59 years and above;Advanced;German;I;credit;metal;Very Hot;C++;novosibirsk;461.29329715098976;27.585847882375162;2747.6537282933523;233.7919263152288;786.3273874816937;570.784109832145;939.5986256580479;344.5782281986668;-507.9253476777999;387.5438768886382;614.6141438445107;148.17956376983366;-49.56544994183338;584.0612021415027;609.9711154117218;494.5820485331135;595.3702529560721;613.2913032858522;458.6210465720908;-9999.0;774.5387315856868;51.987041175650134;435.1884994512487;955.2235376898063;1815.4011755770218;97,79330426;958,7966148;1010,562764;;428,3655029;324,6025217;93,0022549;-43,07980809;-437,7360447;-38,45542954;-7,096605378;907,986513;-1577,850308;-1276,005264;20,65101746;765,0375241;342,5053671;296,6718106;-1018,10997;813,9844951;659,0938462;527,7826131;1620,860905;-395,6695568;280,4164435;287,5073059;113,4358652;687,756608;667,0897697;569,9024489;510,3476907;170,4796455;730,9137077;279,1345905;661,8672674;796,8083455;234,8212149;579,0454685;361,2070128;886,9933055;140,0471223;376,3958503;245,2105848;487,95533;788,9848792;55,34523986;-;603,1879357;991,4041865;
21;female;Red;High School;Below $30,001;Very good;Olay;peer motivation;Health;59 years and above;-;German;II;credit;Wood;cold;C;novosibirsk;359.072114797707;-114.9169406495058;-750.0188957977107;276.9687836098398;977.7166832747938;971.4335980007261;944.0704789948988;-45.64248233185987;190.78049320906018;334.5512259172368;1725.498644029321;741.4724813623146;-9999.0;327.8123120846497;690.7657513725112;611.1890940596047;-9999.0;738.7862147003441;331.43661380528823;284.05841153834353;272.0680864847336;485.3093415590799;102.32701997281646;1104.3337149068225;2328.7931970645723;-84,11485023;1351,71269;1083,860579;;26,69677306;;-11,95596959;-252,7656478;-47,33841077;;-220,5554038;1038,972995;274,3571968;418,2988641;98,58358104;195,8847822;1275,922507;0,73459644;-63,71811784;1050,224874;467,3093673;1176,557725;784,5447286;1048,769904;291,4758397;476,5823067;472,5201887;416,9264384;684,4375502;557,8978964;512,0176044;331,8778184;754,1473966;310,3822987;809,6364467;855,3857129;-;680,6979387;471,1605891;338,1238836; ;348,474128;405,9517317;606,7802798;508,6409398;116,8421022;656,3558268;703,2814693;947,1691955;596,326111
22;male;black;High School;$30,001 - $40,000 ;Very good;lux;recognition;Study;59 years and above;Advanced;German;II;credit;Wood;Hot;C++;novosibirsk;528.7738979901906;-44.531703956036885;1720.2030742617335;142.12252110565396;-665.7463288292529;-34.274255715317054;915.7515231674057;576.4048248909733;182.90927649927835;96.7451908523685;319.67661332131206;519.0053177337286;386.37001643303773;455.81907876901323;1513.1432586183428;786.5902203031063;371.63117390032266;599.4222304161808;382.511133951668;138.37698984043237;-298.47153187364563;282.41370252097187;564.0626311249829;801.4654332203473;-368.3416617590409;709,070069;1711,424906;1081,537725;956,9040979;377,2288806;277,2239199;-22,15154934;-28,10536145;-25,79540795;-66,78840335;201,7448397;773,5578612;1546,920331;-1243,287231;-25,3518208;-129,6573141;698,3422782;-105,473008;-394,0723012;903,6874538;1025,911411;755,4410414;1921,651566;-1016,252028;66,32328754;137,1527783;702,4808476;526,7055683;662,9530028;562,6814962;582,002369;395,6456858;730,5406093;272,3507328;444,4121753;-;273,3328223;810,0763608;;903,8173304;114,2313852;199,3061003;340,8238497;402,3640032;575,2629245;17,86698275;668,4732141;517,0964011;952,4399569; 
